node_id,out_degree,in_degree,total_out,total_in,mean_amount,std_amount,account_age_days,n_counterparties,device,label,ring_type
128,2,1,1076.6399999999999,923.14,666.5933333333332,239.11359676010807,182,3,474,0,none
129,1,4,325.49,7806.36,1626.3700000000001,1068.1225862980334,893,5,122,0,none
130,5,4,9130.08,3241.1099999999997,1374.5766666666668,1611.729613014127,280,9,555,0,none
131,2,6,2241.84,16078.220000000001,2290.0075,1575.8309199573887,1389,8,209,0,none
132,4,1,3916.0499999999997,956.49,974.508,346.6920062187762,884,5,692,0,none
133,2,5,430.88,9880.159999999998,1473.0057142857142,1431.469460368382,539,7,312,0,none
134,2,2,6795.88,7451.14,3561.755,2419.89419108047,898,4,428,0,none
135,5,2,14387.279999999999,3029.59,2488.1242857142856,4192.100562789348,63,7,206,0,none
136,5,4,4878.4,7019.660000000001,1322.006666666667,1617.4994494452094,1439,9,106,0,none
137,2,3,2930.66,12990.67,3184.266,3812.4808573662376,738,5,292,0,none
138,5,3,14276.369999999999,1541.22,1977.19875,1586.9036966403908,1180,8,326,0,none
139,4,6,6011.33,6573.639999999999,1258.4969999999998,949.4642183047238,151,10,45,0,none
140,1,3,11894.85,6450.610000000001,4586.365,4621.9038276910305,745,4,193,0,none
141,3,2,6390.42,1052.56,1488.596,1196.8539564307753,751,5,469,0,none
142,3,5,3025.41,4801.910000000001,978.415,502.72399206721775,1408,8,308,0,none
143,3,1,3141.91,734.36,969.0675,424.97379103745914,870,4,112,0,none
144,4,1,6305.59,1537.8,1568.678,688.2107676983846,726,5,379,0,none
145,3,1,6787.299999999999,1125.15,1978.1124999999997,974.7383151999054,422,4,565,0,none
146,5,2,8027.540000000001,6706.35,2104.841428571429,1685.830376651464,517,7,667,0,none
147,4,4,7591.57,4734.83,1540.8,1027.9683612227566,795,8,381,0,none
148,4,3,3754.99,3411.8999999999996,1023.8414285714285,755.8963946662186,675,7,594,0,none
149,5,1,6907.070000000001,1665.89,1428.8266666666668,565.3475145037393,61,6,199,0,none
150,3,2,2524.23,2790.46,1062.938,485.36450498156535,1244,5,254,0,none
151,4,6,6107.070000000001,9979.720000000001,1608.6789999999999,885.699003075537,1347,10,6,0,none
152,3,1,5838.76,139.52,1494.5700000000002,984.4631018733003,236,4,379,0,none
153,3,1,2727.17,1543.06,1067.5575,537.4448319304503,844,4,211,0,none
154,2,3,1817.4299999999998,3838.1099999999997,1131.108,389.3194405831797,189,5,220,0,none
155,3,3,1416.96,9076.64,1748.9333333333334,2053.518046829771,1018,6,466,0,none
156,2,5,4245.49,26844.59,4441.4400000000005,6905.288159473972,443,7,83,0,none
157,4,4,5913.28,6024.63,1492.23875,888.2634935569162,999,8,170,0,none
158,3,1,4926.84,1193.69,1530.1325000000002,296.9415922681597,1098,4,511,0,none
159,1,7,771.49,11554.609999999999,1540.7624999999998,1326.3676172421995,1159,8,657,0,none
160,1,0,97.65,0.0,48.825,48.825,188,1,224,0,none
161,4,5,6452.96,7697.95,1572.3233333333333,940.4342451465942,1376,9,430,0,none
162,1,2,526.59,3869.96,1465.5166666666667,747.9128855391887,368,3,682,0,none
163,1,5,2281.62,4219.69,1083.5516666666665,800.0802173619148,84,6,165,0,none
164,5,3,3746.2599999999998,8099.24,1480.6875,1359.9147019183777,845,8,98,0,none
165,4,2,42168.12,1047.89,7202.668333333334,12365.241253912001,575,6,382,0,none
166,1,3,1205.1,5555.539999999999,1690.1599999999999,1261.9854781454499,1249,4,216,0,none
167,4,5,4271.58,4118.9800000000005,932.2844444444444,519.291009210552,1218,9,322,0,none
168,5,4,3720.74,13551.980000000001,1919.1911111111112,2192.192049841358,496,9,674,0,none
169,3,3,2830.26,5157.19,1331.2416666666666,934.8226458249833,1430,6,141,0,none
170,3,1,2518.2599999999998,157.12,668.8449999999999,460.9754872279002,457,4,444,0,none
171,1,2,1635.21,1173.57,936.2599999999999,525.7532265870241,787,3,435,0,none
172,5,3,7512.790000000001,5083.1900000000005,1574.4975,1148.612929316813,406,8,633,0,none
173,2,3,6283.860000000001,1640.24,1584.8200000000002,1511.970772521744,1405,5,693,0,none
174,4,4,5139.67,11120.330000000002,2032.5,2235.295031254264,271,8,126,0,none
175,3,4,13563.189999999999,15018.06,4083.0357142857138,1876.669748112766,96,7,373,0,none
176,3,4,11777.84,6462.36,2605.7428571428572,2362.996641426271,669,7,209,0,none
177,4,3,5517.139999999999,1981.51,1071.2357142857143,599.9565618765874,1488,7,678,0,none
178,1,7,357.39,9156.470000000001,1189.2325,851.6699827801554,1340,8,106,0,none
179,2,1,2436.88,610.01,1015.6300000000001,312.18331067926533,1130,3,63,0,none
180,3,1,1724.77,1257.39,745.54,386.55999805980963,1339,4,591,0,none
181,5,6,6044.160000000001,18014.17,2187.1209090909088,3347.0058407925094,1343,11,156,0,none
182,3,3,7612.469999999999,2801.02,1735.5816666666667,2395.519752367021,792,6,81,0,none
183,4,3,6012.290000000001,3690.52,1386.1157142857144,1331.9720359232895,494,7,328,0,none
184,3,5,2919.29,11768.64,1835.99125,1593.3375146405542,1164,8,15,0,none
185,2,6,2903.51,12700.470000000001,1950.4975000000002,1609.6939632562924,1002,8,234,0,none
186,4,5,6019.170000000001,8920.53,1659.9666666666667,1037.2229642013654,579,9,287,0,none
187,1,4,1534.94,7010.5199999999995,1709.0919999999999,1317.1635111314008,168,5,620,0,none
188,4,2,4332.26,1713.42,1007.6133333333333,345.08802440665613,1127,6,515,0,none
189,3,2,2875.52,4792.3099999999995,1533.566,981.982507595731,415,5,265,0,none
190,1,2,1758.14,4637.32,2131.82,1314.4630430204822,1407,3,3,0,none
191,5,5,6771.5199999999995,4304.23,1107.575,947.9463738445335,384,10,663,0,none
192,1,1,1011.2,5928.66,3469.93,2458.7299999999996,210,2,22,0,none
193,3,3,3939.25,1576.69,919.3233333333334,639.4638464543732,1251,6,47,0,none
194,3,3,1673.3400000000001,2049.7200000000003,620.51,126.00020939136043,255,6,624,0,none
195,2,3,2317.74,4857.95,1435.138,1101.588345570159,293,5,522,0,none
196,2,1,3805.97,765.56,1523.8433333333332,967.4380894690654,911,3,257,0,none
197,1,1,2289.63,2285.5,2287.565,2.0650000000000546,1315,2,503,0,none
198,3,3,3714.2799999999997,2199.0,985.5466666666665,785.2173390993236,318,6,31,0,none
199,5,2,7755.23,2939.33,1527.7942857142857,1674.2602696104088,486,7,196,0,none
200,2,1,778.78,1402.76,727.18,479.1981078844114,1172,3,698,0,none
201,4,3,7894.87,4500.0199999999995,1770.6985714285713,1460.8485039028183,1458,7,224,0,none
202,2,4,1238.26,9621.08,1809.89,1561.9562744093275,766,6,349,0,none
203,1,1,2313.27,6669.97,4491.62,2178.35,241,2,303,0,none
204,5,3,8374.630000000001,10302.31,2334.6175,1755.52900210841,50,8,654,0,none
205,3,3,3146.92,14470.009999999998,2936.155,4470.916848029235,367,6,121,0,none
206,3,2,5316.4400000000005,2347.23,1532.734,897.6917629030579,223,5,195,0,none
207,2,4,1451.97,11949.35,2233.5533333333333,1764.0068727347848,1026,6,12,0,none
208,2,2,5566.719999999999,2495.67,2015.5974999999999,1406.1091731685522,209,4,678,0,none
209,2,4,1931.99,8305.25,1706.2066666666667,881.8075494435028,774,6,207,0,none
210,4,4,6803.490000000001,7620.200000000001,1802.96125,1564.1071053514645,1050,8,649,0,none
211,3,3,13417.43,2304.6499999999996,2620.346666666667,4388.48850778058,884,6,536,0,none
212,5,4,6700.349999999999,4549.74,1250.0099999999998,644.2506735218313,323,9,291,0,none
213,5,4,9426.36,5522.8,1661.0177777777778,1774.5431427132496,1212,9,605,0,none
214,4,1,8545.09,3285.68,2366.154,994.877012230155,1081,5,17,0,none
215,1,3,438.31,7202.39,1910.1750000000002,2693.2348111935953,1116,4,59,0,none
216,2,0,4432.389999999999,0.0,1477.4633333333331,1735.6452500503153,222,2,578,0,none
217,3,3,3419.2700000000004,3989.34,1234.7683333333334,784.2434346854441,211,6,303,0,none
218,5,4,6387.52,9905.76,1810.3644444444444,1388.1039949362673,1393,9,397,0,none
219,2,6,2021.25,3857.7,734.86875,539.2543968396897,614,8,56,0,none
220,2,1,4598.35,280.05,1626.1333333333334,1182.4527038979427,472,3,681,0,none
221,3,3,4357.86,4054.22,1402.0133333333333,1247.910972434421,748,6,92,0,none
222,5,5,12337.26,9056.12,2139.3379999999997,1548.2315215225403,1004,10,355,0,none
223,1,5,1810.23,7144.959999999999,1492.5316666666665,879.0378222696426,1434,6,219,0,none
224,4,5,11992.24,6123.540000000001,2012.8644444444446,1562.5055030168776,451,9,364,0,none
225,4,6,6879.39,13937.419999999998,2081.681,768.5300703999811,1389,10,672,0,none
226,5,2,12408.18,5813.96,2603.162857142857,1498.343185900578,66,7,349,0,none
227,5,3,5010.79,4581.5599999999995,1199.04375,984.6567663650301,846,8,417,0,none
228,4,3,23226.690000000002,3518.01,3820.671428571429,5626.109223779606,961,7,103,0,none
229,4,1,5357.889999999999,716.49,1214.8759999999997,773.0363871539296,185,5,588,0,none
230,3,0,2277.9700000000003,0.0,569.4925000000001,561.741693902767,236,3,506,0,none
231,3,5,6681.43,5854.100000000001,1566.94125,1376.6546695471372,646,8,524,0,none
232,5,3,7780.1,4285.76,1508.2324999999998,690.7222878217772,1450,8,4,0,none
233,3,0,1530.07,0.0,382.5175,295.08706803035267,906,3,116,0,none
234,4,3,9057.11,11775.99,2976.157142857143,3400.1129124054282,1401,7,127,0,none
235,4,2,7739.599999999999,2030.79,1628.3983333333333,1757.3579413750313,1212,6,516,0,none
236,3,6,4168.85,4646.99,979.5377777777778,923.1130070073613,717,9,302,0,none
237,3,5,7044.219999999999,5966.610000000001,1626.3537500000002,928.7081767425317,1183,8,444,0,none
238,4,2,5545.86,2161.73,1284.5983333333331,681.8844083717969,56,6,592,0,none
239,5,3,5342.96,3465.3,1101.0325,796.8144250349325,190,8,464,0,none
240,1,2,767.69,2685.72,1151.1366666666665,339.50804814548286,1249,3,201,0,none
241,4,2,3391.5099999999998,3590.9500000000003,1163.743333333333,836.3535563517514,1201,6,175,0,none
242,1,3,1092.6,3656.33,1187.2325,727.6212098466826,371,4,324,0,none
243,1,3,2473.17,8012.349999999999,2621.38,1991.7637714598586,810,4,233,0,none
244,4,3,5138.07,2338.85,1068.1314285714286,798.9843701748323,920,7,535,0,none
245,2,2,1671.1299999999999,2757.6000000000004,1107.1825000000001,567.7396813406211,1305,4,653,0,none
246,3,1,4523.86,1858.37,1595.5575,713.3441432918266,916,4,527,0,none
247,2,5,5246.139999999999,7309.16,1793.6142857142856,1613.978879255126,636,7,202,0,none
248,5,1,11079.61,373.03,1908.7733333333335,2320.070661737602,580,6,83,0,none
249,5,5,11933.720000000001,29251.660000000003,4118.5380000000005,4172.436664707567,656,10,648,0,none
250,2,3,4429.3,4911.62,1868.1840000000004,1537.8386176787214,988,5,79,0,none
251,2,3,2422.91,3021.8900000000003,1088.96,433.9569161564314,1305,5,673,0,none
252,3,3,4275.97,2207.73,1080.6166666666668,884.3784440247035,697,6,191,0,none
253,4,0,3408.2000000000003,0.0,681.6400000000001,516.7629813367053,394,4,371,0,none
254,5,3,5066.0,4989.18,1256.8975,1079.7338036959618,377,8,188,0,none
255,4,3,1247.78,1692.99,420.11,169.24220598217894,1126,7,696,0,none
256,4,3,6165.27,5459.17,1660.6342857142859,1313.1398267604595,1230,7,588,0,none
257,4,3,1884.8000000000002,10446.400000000001,1761.6000000000001,1610.028071787215,184,7,671,0,none
258,5,3,12222.94,3797.4300000000003,2002.5462499999999,2865.839700318815,127,8,617,0,none
259,2,2,1033.8600000000001,7952.4800000000005,2246.585,2276.2370692054465,903,4,332,0,none
260,5,2,10741.77,1346.9299999999998,1726.9571428571428,1545.3101617910543,244,7,250,0,none
261,3,3,1842.69,2473.9700000000003,719.4433333333335,432.52422971307504,1242,6,134,0,none
262,4,6,6370.52,5287.04,1165.756,977.2465913391563,486,10,223,0,none
263,3,2,4373.27,1572.37,1189.1280000000002,565.6169550287544,241,5,646,0,none
264,4,3,8185.759999999999,12608.82,2970.6542857142854,2688.8574548461343,1383,7,640,0,none
265,2,2,5140.96,2434.7,1893.915,1071.8112989118001,273,4,418,0,none
266,5,2,5310.16,825.09,876.4642857142857,687.2271707762006,448,7,109,0,none
267,5,6,9494.45,12205.960000000001,1972.7645454545454,1537.7777068186513,255,11,404,0,none
268,5,3,4340.26,3951.96,1036.5275,646.997052384128,199,8,318,0,none
269,5,2,4234.3099999999995,1428.16,808.9242857142856,588.3034347743917,61,7,378,0,none
270,5,7,4272.12,7102.829999999999,947.9125,573.7054304130445,111,12,496,0,none
271,4,5,7614.849999999999,6636.45,1583.4777777777779,896.2100751098455,286,9,136,0,none
272,1,0,546.39,0.0,273.195,273.195,108,1,581,0,none
273,3,2,4556.639999999999,4138.610000000001,1739.05,1065.6314219654,898,5,300,0,none
274,4,2,5300.76,3922.9,1537.2766666666666,1028.4865941869257,1030,6,361,0,none
275,3,6,1437.7,11532.680000000002,1441.1533333333334,1586.6031574334452,608,9,562,0,none
276,2,4,5996.12,6400.21,2066.055,1175.1244544550732,497,6,579,0,none
277,1,1,3022.67,2356.61,2689.6400000000003,333.03,771,2,689,0,none
278,3,3,1793.95,6608.86,1400.4683333333335,872.1248659340906,1316,6,515,0,none
279,4,2,5491.08,1255.9099999999999,1124.4983333333332,985.9110353444112,1281,6,554,0,none
280,1,2,528.1,2202.45,910.1833333333334,671.344706408133,93,3,375,0,none
281,4,3,4890.5,2483.07,1053.3671428571429,792.0752443822905,296,7,345,0,none
282,4,2,3112.46,298.59000000000003,568.5083333333333,331.69504796909797,378,6,622,0,none
283,2,3,4221.63,1907.43,1225.8120000000001,847.4017573595183,396,5,159,0,none
284,5,6,13011.05,8881.09,1990.1945454545457,2151.98722303728,869,11,449,0,none
285,3,5,4492.47,4429.460000000001,1115.24125,1064.4688210844588,641,8,664,0,none
286,5,5,7482.540000000001,21132.670000000002,2861.521,3485.2108701123093,102,10,197,0,none
287,4,5,6757.179999999999,4643.75,1266.77,667.0882396738165,579,9,4,0,none
288,3,2,8024.92,601.77,1725.3379999999997,1665.9687057853155,799,5,648,0,none
289,2,5,1389.26,5427.93,973.8842857142857,1027.6402639175296,179,7,625,0,none
290,2,1,2271.38,696.27,989.2166666666667,474.2499777777773,1255,3,65,0,none
291,3,1,2106.87,273.89,595.1899999999999,406.9502459146573,106,4,74,0,none
292,3,1,10838.96,211.73,2762.6724999999997,2221.2957037771334,1389,4,282,0,none
293,5,3,6891.2699999999995,7770.950000000001,1832.7775000000001,1957.201698099547,175,8,482,0,none
294,4,4,11222.32,5348.79,2071.38875,2553.713867015241,1270,8,585,0,none
295,1,6,192.33,8595.5,1255.4042857142856,919.0818324961547,1356,7,560,0,none
296,4,2,27682.019999999997,9056.119999999999,6123.0233333333335,7314.776658831688,1469,6,167,0,none
297,2,1,2741.58,1558.82,1433.4666666666665,151.80684489032623,1208,3,224,0,none
298,1,2,4503.49,4332.8099999999995,2945.433333333333,1566.304555662432,1175,3,405,0,none
299,1,3,339.76,5097.04,1359.1999999999998,1659.1361045284982,974,4,439,0,none
300,2,3,1841.6200000000001,2310.54,830.432,619.7799325050788,1175,5,431,0,none
301,4,3,2927.79,4537.59,1066.4828571428573,1213.4268341320942,227,7,517,0,none
302,2,6,4165.219999999999,9263.670000000002,1678.61125,1498.0299202071824,818,8,578,0,none
303,4,3,9707.539999999997,2959.64,1809.5971428571427,1278.3668242802642,785,7,226,0,none
304,4,4,3622.5,4390.41,1001.61375,463.82968229021037,1290,8,676,0,none
305,4,3,7695.2699999999995,11455.45,2735.817142857143,1850.9654335640575,710,7,583,0,none
306,3,4,11865.029999999999,2687.0399999999995,2078.867142857143,2187.2023143192,596,7,548,0,none
307,2,4,564.68,3605.7300000000005,695.0683333333333,388.13057211960114,970,6,480,0,none
308,4,7,3844.88,6919.6900000000005,978.5972727272725,711.8992702379244,421,11,174,0,none
309,3,4,3785.62,8309.87,1727.927142857143,2058.9922765532956,235,7,42,0,none
310,4,2,6232.13,383.26,1102.5649999999998,924.6808336168395,732,6,303,0,none
311,3,4,15736.95,7635.050000000001,3338.8571428571427,3982.100965932124,642,7,115,0,none
312,2,4,3089.12,5519.780000000001,1434.8166666666666,761.0025545438216,371,6,422,0,none
313,4,2,16672.92,1857.67,3088.431666666666,2333.3057030560503,570,6,236,0,none
314,1,4,390.08,13758.31,2829.678,4250.742429516989,568,5,353,0,none
315,1,5,918.48,5456.46,1062.49,511.07043878510524,511,6,515,0,none
316,1,5,2342.65,7188.67,1588.5533333333333,863.0539155940504,587,6,303,0,none
317,1,3,158.93,1725.3600000000001,471.0725,548.2579576884863,1038,4,128,0,none
